pl_name,hostname,default_flag,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,soltype,pl_controv_flag,pl_refname,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,ttv_flag,pl_trandep,pl_trandeperr1,pl_trandeperr2,pl_trandeplim,st_refname,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,st_logg,st_loggerr1,st_loggerr2,st_logglim,sy_refname,rastr,ra,decstr,dec,sy_dist,sy_disterr1,sy_disterr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2,rowupdate,pl_pubdate,releasedate
TOI-4791 b,TOI-4791,1,1,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=YEE_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023ApJS..265....1Y/abstract target=ref>Yee et al. 2023</a>,428.088.000,2.200,-2.300,0,55.500,1.100,-1.200,0,12.442,560,-560,0,1.110,50,-50,0,73.418.362,10.170.509,-10.488.337,0,231.000,32.000,-33.000,0,Mass,0,,,0,783.20,56.60,-50.00,0,1472,26,-24,0,0,655.000,45.000,-45.000,0,<a refstr=YEE_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023ApJS..265....1Y/abstract target=ref>Yee et al. 2023</a>,,6058.00,99.00,-94.00,0,1.41,0.04,-0.04,0,1.24,0.07,-0.08,0,207,85,-89,0,[Fe/H],4.23,0.03,-0.03,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,07h17m33.21s,1.093.883.818,-19d49m44.18s,-198.289.392,3.288.020.000,36.960.000,-36.160.000,115.410.000,140.000,-140.000,100.190.000,230.000,-230.000,113.152.000,6.050,-6.050,2023-02-27,2023-03,2023-02-27
TOI-480 b,TOI-480,1,1,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=POLANSKI_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024ApJS..272...32P/abstract target=ref>Polanski et al. 2024</a>,686.619.600,1.400,-1.400,0,77.000,1.000,-1.000,0,2.854,132,-102,0,255,12,-9,0,2.080.000,440.000,-420.000,0,6.544,1.384,-1.321,0,Mass,0,,,0,,,,,1199,25,-27,0,0,,,,,<a refstr=MACDOUGALL_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....166...33M/abstract target=ref>MacDougall et al. 2023</a>,,6174.00,90.00,-119.00,0,1.49,0.04,-0.03,0,1.28,0.03,-0.03,0,164,77,-70,0,[Fe/H],4.19,0.03,-0.03,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,05h53m30.83s,883.784.618,-16d15m55.43s,-162.653.974,545.306.000,1.249.000,-1.244.000,72.800.000,300.000,-300.000,60.100.000,330.000,-330.000,71.442.000,2.530,-2.530,2024-07-22,2024-06,2024-07-22
TOI-481 b,TOI-481,1,1,1,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=BRAHM_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....160..235B/abstract target=ref>Brahm et al. 2020</a>,1.033.111.000,2.000,-2.000,0,97.000,1.000,-1.000,0,11.097,112,-112,0,990,10,-10,0,48.627.990,953.490,-953.490,0,153.000,3.000,-3.000,0,Mass,153.000,6.000,-7.000,0,,,,,1370,10,-10,0,0,,,,,<a refstr=BRAHM_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....160..235B/abstract target=ref>Brahm et al. 2020</a>,G,5735.00,72.00,-72.00,0,1.66,0.02,-0.02,0,1.14,0.02,-0.01,0,260,50,-50,0,[Fe/H],04.06,0.01,-0.01,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,07h22m03.04s,1.105.126.861,-57d23m05.99s,-573.849.980,1.793.660.000,10.180.000,-10.070.000,99.720.000,50.000,-50.000,84.430.000,230.000,-230.000,98.465.900,4.320,-4.320,2020-12-10,2020-11,2020-12-17
TOI-4860 b,TOI-4860,1,1,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=ALMENARA_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230801454A/abstract target=ref>Almenara et al. 2023</a>,152.275.910,30,-30,0,18.080,150,-150,0,8.700,400,-400,0,770,30,-30,0,8.670.000,190.000,-190.000,0,27.300,600,-600,0,Mass,8.000,13.000,-6.000,0,42.50,1.90,-1.90,0,694,15,-15,0,0,,,,,<a refstr=ALMENARA_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230801454A/abstract target=ref>Almenara et al. 2023</a>,M3.5 V,3260.00,50.00,-50.00,0,0.36,0.01,-0.01,0,0.34,0.01,-0.01,0,270,120,-120,0,[Fe/H],4.86,0.04,-0.04,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,12h14m15.35s,1.835.639.610,-13d10m29.43s,-131.748.411,801.423.000,6.481.000,-6.379.000,164.700.000,2.000.000,-2.000.000,111.750.000,260.000,-260.000,151.091.000,12.870,-12.870,2024-03-04,2023-08,2024-03-04
TOI-4914 b,TOI-4914,1,1,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=MANTOVAN_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024arXiv240907520M/abstract target=ref>Mantovan et al. 2024</a>,1.060.057.000,1.000,-1.000,0,98.000,3.000,-3.000,0,12.870,360,-360,0,1.148,32,-32,0,22.700.000,1.300.000,-1.300.000,0,71.422,4.090,-4.090,0,Mass,408.000,23.000,-23.000,0,,,,,894,20,-20,0,0,,,,,<a refstr=MANTOVAN_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024arXiv240907520M/abstract target=ref>Mantovan et al. 2024</a>,,5805.00,62.00,-62.00,0,1.00,0.02,-0.02,0,01.03,0.06,-0.06,0,-130,80,-80,0,[Fe/H],4.30,0.14,-0.14,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,13h38m10.24s,2.045.426.717,-28d08m34.51s,-281.429.206,2.998.900.000,34.760.000,-33.990.000,122.350.000,460.000,-460.000,107.060.000,230.000,-230.000,120.997.000,2.470,-2.470,2024-10-03,2024-09,2024-10-03
TOI-4994 b,TOI-4994,1,1,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=RODRIGUEZ_MARTINEZ_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024arXiv241202769R/abstract target=ref>Rodriguez Martinez et al. 2024</a>,2.149.198.400,2.300,-2.300,0,151.500,3.200,-3.100,0,8.541,336,-303,0,762,30,-27,0,8.899.195,1.175.965,-1.080.617,0,28.000,3.700,-3.400,0,Mass,319.000,48.000,-47.000,0,40.00,2.10,-2.30,0,718,10,-10,0,0,551.000,12.000,-10.000,0,<a refstr=RODRIGUEZ_MARTINEZ_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024arXiv241202769R/abstract target=ref>Rodriguez Martinez et al. 2024</a>,,5640.00,110.00,-110.00,0,01.05,0.04,-0.04,0,1.00,0.06,-0.06,0,165,83,-84,0,[Fe/H],4.39,0.04,-0.05,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h52m31.81s,2.831.325.335,-78d26m03.95s,-784.344.302,3.293.040.000,25.170.000,-24.800.000,126.520.000,460.000,-460.000,107.970.000,220.000,-220.000,124.792.000,1.550,-1.550,2024-12-16,2024-12,2024-12-16
TOI-500 b,TOI-500,1,1,4,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=SERRANO_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022NatAs.tmp...95S/abstract target=ref>Serrano et al. 2022</a>,54.817.700,1.900,-1.900,0,11.890,410,-400,0,1.166,61,-58,0,104,5,-5,0,142.000,18.000,-18.000,0,447,57,-57,0,Mass,63.000,73.000,-44.000,0,1138.00,123.00,-112.00,0,1617,41,-41,0,0,24.870,2.260,-2.200,0,<a refstr=SERRANO_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022NatAs.tmp...95S/abstract target=ref>Serrano et al. 2022</a>,K6 V,4440.00,100.00,-100.00,0,0.68,0.02,-0.02,0,0.74,0.02,-0.02,0,120,80,-80,0,[Fe/H],4.62,0.02,-0.02,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,07h06m14.18s,1.065.590.980,-47d35m16.14s,-475.878.156,473.924.000,473.000,-473.000,105.400.000,300.000,-300.000,77.150.000,260.000,-260.000,101.026.000,3.080,-3.080,2022-05-09,2022-04,2022-05-09
TOI-5005 b,TOI-5005,1,1,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=CASTRO_GONZ_AMP_AACUTE_LEZ_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024arXiv240918129C/abstract target=ref>Castro-Gonz&aacute;lez et al. 2024</a>,630.850.440,920,-880,0,66.140,450,-450,0,6.250,240,-240,0,558,21,-21,0,3.270.000,590.000,-590.000,0,10.300,1.800,-1.800,0,Mass,,,,,226.00,12.00,-12.00,0,1040,20,-20,0,0,380.000,15.000,-15.000,0,<a refstr=CASTRO_GONZ_AMP_AACUTE_LEZ_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024arXiv240918129C/abstract target=ref>Castro-Gonz&aacute;lez et al. 2024</a>,G2 V,5749.00,61.00,-61.00,0,0.93,0.03,-0.03,0,0.97,0.02,-0.02,0,150,40,-40,0,[Fe/H],4.43,0.10,-0.10,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,15h52m25.97s,2.381.081.940,-48d08m42.36s,-481.451.000,2.078.910.000,19.960.000,-19.600.000,118.670.000,1.490.000,-1.490.000,100.040.000,210.000,-210.000,116.382.000,4.450,-4.450,2024-10-22,2024-09,2024-10-22
TOI-5027 b,TOI-5027,1,1,1,Transit,2025,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=TALA_PINTO_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025A&A...694A.268T/abstract target=ref>Tala Pinto et al. 2025</a>,1.024.368.000,1.000,-1.000,0,93.000,5.000,-4.000,0,10.761,560,-673,0,960,50,-60,0,64.201.338,4.131.769,-4.131.769,0,202.000,13.000,-13.000,0,Mass,385.000,25.000,-26.000,0,,,,,1056,23,-24,0,0,,,,,<a refstr=TALA_PINTO_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025A&A...694A.268T/abstract target=ref>Tala Pinto et al. 2025</a>,,5909.00,145.00,-144.00,0,0.92,0.04,-0.04,0,01.02,0.05,-0.05,0,-150,30,-30,0,[Fe/H],4.52,0.01,-0.01,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,16h15m32.41s,2.438.850.212,-69d13m01.55s,-692.170.972,2.044.290.000,10.570.000,-10.460.000,115.660.000,110.000,-110.000,99.790.000,230.000,-230.000,113.341.000,5.900,-5.900,2025-03-03,2025-02,2025-03-03
TOI-5076 b,TOI-5076,1,2,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=HEIDARI_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024arXiv241208527H/abstract target=ref>Heidari et al. 2024</a>,2.344.316.200,6.200,-6.300,0,148.100,2.800,-3.000,0,3.489,100,-94,0,311,9,-8,0,1.614.568,247.906,-247.906,0,5.080,780,-780,0,Mass,0,,,0,,,,,550,14,-14,0,0,143.900,4.200,-4.200,0,<a refstr=HEIDARI_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024arXiv241208527H/abstract target=ref>Heidari et al. 2024</a>,,4780.00,120.00,-120.00,0,0.84,0.02,-0.02,0,0.79,0.05,-0.05,0,82,79,-79,0,[Fe/H],4.48,0.02,-0.02,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,03h22m02.50s,505.104.166,+17d14m21.15s,172.392.094,828.570.000,3.062.000,-3.041.000,109.000.000,300.000,-300.000,85.820.000,200.000,-200.000,105.927.000,3.990,-3.990,2025-03-03,2025-02,2025-03-03
TOI-5082.01,TOI-5082,1,1,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=HORD_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024AJ....167..233H/abstract target=ref>Hord et al. 2024</a>,424.012.200,,,0,51.205,,,0,2.548,130,-130,0,227,12,-12,0,,,,,,,,,,,,,,254.59,,,0,1165,,,0,0,,,,,<a refstr=HORD_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024AJ....167..233H/abstract target=ref>Hord et al. 2024</a>,,5670.00,,,0,0.93,,,0,1.00,,,0,,,,,,4.50,,,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,07h06m16.70s,1.065.695.780,+22d40m59.33s,226.831.477,431.406.000,968.000,-964.000,82.500.000,300.000,-300.000,66.130.000,200.000,-200.000,80.864.600,11.030,-11.030,2024-06-11,2024-05,2024-06-11
TOI-5108 b,TOI-5108,1,1,1,Transit,2025,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=THOMAS_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025arXiv250103803T/abstract target=ref>Thomas et al. 2025</a>,675.358.100,700,-700,0,73.000,4.000,-4.000,0,6.600,100,-100,0,589,9,-9,0,3.200.000,500.000,-500.000,0,10.068,1.573,-1.573,0,Mass,,,,,,,,,1180,40,-40,0,0,,,,,<a refstr=THOMAS_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025arXiv250103803T/abstract target=ref>Thomas et al. 2025</a>,,5808.00,40.00,-40.00,0,1.29,0.04,-0.04,0,1.10,0.03,-0.03,0,200,20,-50,0,[Fe/H],4.26,0.05,-0.04,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h05m04.68s,1.662.695.041,+11d14m47.06s,112.464.069,1.309.190.000,17.000.000,-16.580.000,97.500.000,300.000,-300.000,83.000.000,310.000,-310.000,96.080.000,3.900,-3.900,2025-01-22,2025-01,2025-01-22
TOI-5110 b,TOI-5110,1,1,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=HEIDARI_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024arXiv241208527H/abstract target=ref>Heidari et al. 2024</a>,3.015.857.700,9.200,-9.500,0,215.700,4.200,-4.400,0,11.982,605,-583,0,1.069,54,-52,0,92.170.238,4.131.769,-4.131.769,0,290.000,13.000,-13.000,0,Mass,745.000,30.000,-27.000,0,,,,,976,33,-32,0,0,221.700,9.100,-8.500,0,<a refstr=HEIDARI_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024arXiv241208527H/abstract target=ref>Heidari et al. 2024</a>,,6160.00,150.00,-150.00,0,2.33,0.10,-0.10,0,1.47,0.09,-0.09,0,65,50,-50,0,[Fe/H],3.87,0.04,-0.04,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,06h17m37.02s,944.042.694,+31d36m37.19s,316.103.309,3.922.590.000,82.630.000,-79.350.000,110.600.000,120.000,-120.000,93.180.000,210.000,-210.000,106.815.000,3.860,-3.860,2025-03-03,2025-02,2025-03-03
TOI-5126 b,TOI-5126,1,1,2,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=FAIRNINGTON_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023MNRAS.tmp.2953F/abstract target=ref>Fairnington et al. 2023</a>,545.883.850,700,-720,0,65.190,870,-820,0,4.740,160,-140,0,423,14,-12,0,,,,,,,,,,0,,,0,467.00,44.00,-39.00,0,1442,46,-40,0,0,,,,,<a refstr=FAIRNINGTON_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023MNRAS.tmp.2953F/abstract target=ref>Fairnington et al. 2023</a>,F V,6150.00,110.00,-130.00,0,1.24,0.03,-0.03,0,1.24,0.05,-0.05,0,180,130,-130,0,[Fe/H],4.22,0.05,-0.06,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,10h06m38.35s,1.516.597.827,+18d38m02.63s,186.340.631,1.604.140.000,16.140.000,-15.820.000,101.410.000,60.000,-60.000,87.770.000,180.000,-180.000,99.362.900,11.810,-11.810,2023-10-21,2023-10,2023-10-21
TOI-5126 c,TOI-5126,1,1,2,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=FAIRNINGTON_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023MNRAS.tmp.2953F/abstract target=ref>Fairnington et al. 2023</a>,1.789.990.000,180.000,-130.000,0,143.900,1.900,-1.800,0,3.860,170,-160,0,344,15,-14,0,,,,,,,,,,0,,,0,96.00,9.00,-8.00,0,971,31,-27,0,0,,,,,<a refstr=FAIRNINGTON_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023MNRAS.tmp.2953F/abstract target=ref>Fairnington et al. 2023</a>,F V,6150.00,110.00,-130.00,0,1.24,0.03,-0.03,0,1.24,0.05,-0.05,0,180,130,-130,0,[Fe/H],4.22,0.05,-0.06,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,10h06m38.35s,1.516.597.827,+18d38m02.63s,186.340.631,1.604.140.000,16.140.000,-15.820.000,101.410.000,60.000,-60.000,87.770.000,180.000,-180.000,99.362.900,11.810,-11.810,2023-10-21,2023-10,2023-10-21
TOI-5153 b,TOI-5153,1,1,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=ULMER_MOLL_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220703911U/abstract target=ref>Ulmer-Moll et al. 2022</a>,2.033.003.000,7.000,-7.000,0,158.000,6.000,-6.000,0,11.882,448,-448,0,1.060,40,-40,0,103.612.061,5.720.911,-5.403.083,0,326.000,18.000,-17.000,0,Mass,91.000,24.000,-26.000,0,,,,,906,13,-13,0,0,,,,,<a refstr=ULMER_MOLL_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220703911U/abstract target=ref>Ulmer-Moll et al. 2022</a>,F8 V,6300.00,80.00,-80.00,0,1.40,0.04,-0.04,0,1.24,0.07,-0.07,0,120,80,-80,0,[Fe/H],4.30,0.15,-0.15,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,06h06m09.68s,915.403.204,-19d57m12.40s,-199.534.443,3.904.840.000,45.070.000,-44.070.000,119.320.000,220.000,-220.000,104.080.000,190.000,-190.000,115.779.000,3.630,-3.630,2022-07-12,2022-07,2022-07-12
TOI-5174 b,TOI-5174,1,1,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=MANTOVAN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022MNRAS.tmp.2311M/abstract target=ref>Mantovan et al. 2022</a>,1.221.428.600,,,0,,,,,5.351,,,0,477,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,5643.77,145.87,-76.03,0,01.09,0.05,-0.05,0,1.00,0.14,-0.11,0,415,20,-20,0,[M/H],4.36,0.08,-0.07,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h36m26.28s,1.741.094.967,-02d01m24.06s,-20.233.506,1.972.430.000,22.050.000,-21.580.000,115.830.000,2.390.000,-2.390.000,96.000.000,210.000,-210.000,111.031.000,5.250,-5.250,2022-10-03,2022-11,2022-10-03
TOI-519 b,TOI-519,1,1,1,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=KAGETANI_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230414703K/abstract target=ref>Kagetani et al. 2023</a>,126.523.280,50,-50,0,15.900,100,-100,0,11.545,336,-336,0,1.030,30,-30,0,14.715.455,2.606.193,-2.796.890,0,46.300,8.200,-8.800,0,Mass,330.000,,,1,,,,,687,14,-14,0,0,,,,,<a refstr=KAGETANI_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230414703K/abstract target=ref>Kagetani et al. 2023</a>,M V,3322.00,49.00,-49.00,0,0.35,0.01,-0.01,0,0.34,0.01,-0.01,0,270,90,-90,0,[Fe/H],4.87,0.03,-0.03,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h18m25.62s,1.246.067.582,-19d39m46.05s,-196.627.918,1.155.570.000,9.370.000,-9.220.000,173.500.000,2.000.000,-2.000.000,119.510.000,240.000,-240.000,157.067.000,4.370,-4.370,2023-05-15,2023-04,2023-05-15
TOI-5205 b,TOI-5205,1,1,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=KANODIA_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....165..120K/abstract target=ref>Kanodia et al. 2023</a>,163.075.700,100,-100,0,19.900,200,-200,0,11.600,300,-300,0,1.030,30,-30,0,34.300.000,1.800.000,-1.700.000,0,108.000,6.000,-6.000,0,Mass,20.000,20.000,-14.000,0,49.00,4.00,-4.00,0,737,15,-15,0,0,,,,,<a refstr=KANODIA_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....165..120K/abstract target=ref>Kanodia et al. 2023</a>,M4.0,3430.00,54.00,-54.00,0,0.39,0.01,-0.01,0,0.39,0.01,-0.01,0,0,,,0,[Fe/H],4.84,0.03,-0.03,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,20h55m04.96s,3.137.706.819,+24d21m39.52s,243.609.770,864.493.000,4.178.000,-4.139.000,158.990.000,10.300.000,-10.300.000,110.060.000,230.000,-230.000,149.317.000,16.400,-16.400,2023-03-15,2023-03,2023-03-15
TOI-5218 b,TOI-5218,1,1,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=KANODIA_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024arXiv240814694K/abstract target=ref>Kanodia et al. 2024</a>,429.145.200,400,-400,0,46.900,600,-600,0,9.860,390,-390,0,879,34,-34,0,65.700.000,,,1,206.715,,,1,Mass,0,,,0,62.00,6.00,-6.00,0,783,21,-21,0,0,,,,,<a refstr=KANODIA_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024arXiv240814694K/abstract target=ref>Kanodia et al. 2024</a>,,4230.00,88.00,-88.00,0,0.71,0.02,-0.02,0,0.74,0.03,-0.03,0,410,120,-120,0,[Fe/H],4.63,0.05,-0.05,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h30m39.23s,2.926.634.642,+71d45m46.66s,717.629.612,3.774.830.000,36.270.000,-36.270.000,160.440.000,1.600.000,-1.600.000,125.460.000,250.000,-250.000,154.499.000,6.780,-6.780,2024-08-30,2024-08,2024-08-30
TOI-5232 b,TOI-5232,1,1,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=SCHULTE_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024AJ....168...32S/abstract target=ref>Schulte et al. 2024</a>,409.666.920,670,-670,0,55.930,900,-1.000,0,12.778,572,-504,0,1.140,51,-45,0,74.371.847,5.085.255,-5.085.255,0,234.000,16.000,-16.000,0,Mass,35.000,34.000,-24.000,0,,,,,1772,40,-45,0,0,480.000,21.000,-21.000,0,<a refstr=SCHULTE_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024AJ....168...32S/abstract target=ref>Schulte et al. 2024</a>,,6500.00,180.00,-190.00,0,1.78,0.07,-0.06,0,1.39,0.07,-0.07,0,-104,110,-86,0,[Fe/H],04.08,0.03,-0.04,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h37m20.98s,2.943.374.248,+35d16m35.38s,352.764.934,6.093.880.000,87.500.000,-85.110.000,122.460.000,690.000,-690.000,108.570.000,180.000,-180.000,121.680.000,1.820,-1.820,2024-11-04,2024-07,2024-11-04
TOI-5238 b,TOI-5238,1,1,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=MANTOVAN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022MNRAS.tmp.2311M/abstract target=ref>Mantovan et al. 2022</a>,487.217.100,,,0,,,,,5.220,,,0,466,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,5631.00,141.47,-99.75,0,01.02,0.05,-0.05,0,1.00,0.09,-0.16,0,,,,,,4.42,0.09,-0.06,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,14h53m26.13s,2.233.588.909,+68d51m34.10s,688.594.720,2.906.460.000,15.470.000,-15.320.000,122.140.000,460.000,-460.000,106.270.000,160.000,-160.000,120.984.000,1.900,-1.900,2022-10-03,2022-11,2022-10-03
